뉴스 식별자,일자,언론사,기고자,제목,통합 분류1,통합 분류2,통합 분류3,사건/사고 분류1,사건/사고 분류2,사건/사고 분류3,인물,위치,기관,키워드,특성추출(가중치순 상위 50개),본문,URL,분석제외 여부
01100201.20210521134600001,20210521,국민일보,오주환,"어린이집 학부모, 모자이크비 안내도 CCTV 열람한다",사회>교육_시험, 사회>사건_사고,,사회>사회문제>학대,,,수천만원,부개정법,국회,"어린이집,학부모,모자이크비,안내,CCTV,열람,어린이집,아동,학대,의심,학부모,자유,CCTV,원본,열람,법안,통과,국회,이날,본회의,영유아보육,일부개정,법률안,의결,아동학대,의심,학부모,영상,원본,사본,요청,법률,명시,자녀,보호,아동,안전,확인,목적,자유,CCTV,열람,학부모,CCTV,모자이크,비용,부담,어린이집,경찰,초상,보호,개인정보,학부모,영상,등장인물,영상,비용,모자이크,처리,개인정보보호,방패,공개,사실,CCTV,거부,아동,학대,수사,정작,학부모,CCTV,화면,확인,부지기수,학대,교사,재판,법원,열람,신청,허가,열람,개정안,영유아보육법,보호자,열람,요청,영상,종류,원본,사본,명시,논란,소지","학부모,cctv,아동학대,어린이집,영유아보육법,정작,일부개정,영유아보육,법률안,본회의,개인정보보호,개인정보,등장인물,부지기수,모자이크비,보호자,개정안,열람,보호,영상,아동,원본,학대,수사,명시,확인,모자이크","어린이집 아동학대가 의심될 경우 학부모들이 자유롭게 CCTV 원본을 열람할 수 있도록 하는 법안이 21일 통과됐다. 
 
국회는 이날 본회의를 열고 영유아보육법 일부개정법률안을 의결했다. 아동학대가 의심되는 경우 학부모가 영상의 원본 또는 사본을 요청할 수 있다고 법률에 명시했다. 자녀나 보호 아동의 안전을 확인할 목적이라면 자유롭게 CCTV를 열람할 ..",http://news.kmib.co.kr/article/view.asp?arcid=0015868742&code=61121111&cp=kd,
01100101.20210526105005001,20210526,경향신문,조형국 기자 situation@kyunghyang.com,"수술실 CCTV 반대하는 의협의 억지논리 ""어린이집 CCTV가 아동학대 줄였냐""",사회>미디어, 사회>교육_시험,,사회>사회문제>학대,,,김남국,,"의협,보건복지부,더불어민주당,당하,대한의사협회,국회,제1법안심사소위원회,한국형사정책연구원,인천,MBC,보건복지위원회","반대,수술실,CCTV,의협,CCTV,억지,논리,어린이집,아동학대,대한의사협회,관계자,어린이집,CCTV,설치,아동학대,수술실,CC,폐쇄회로,TV,설치,반대,CCTV,대리수술,유령수술,환자,대상,성범죄,주장,설치,수술실,CCTV,반대,억지,논리,지적,보험이사,김종민,대한의사협회,보험,이사,MBC,라디오,김종배,시선집중,인터뷰,CCTV,설치,의무화,어린이집,통계,CCTV,설치,아동학대,CCTV,억제력,반증,시민들,어린이집,CCTV,설치,효과,이사,주장,상반,한국,형사,정책,연구원,2002명,대상,인식,조사,응답자,88.9%,공공,CCTV,범죄,사전,예방,효과,어린이집,주택,밀집,지역,통학로,공원,CCTV,설치,장소,보건복지부,전국,보육,실태,조사,90.9%,어린이집,CCTV,효과,CCTV,설치,아동학대,아동학대,적발,확인,의미,이사,환자,인권,침해,가능성,소극,진료,가능,설치,수술실,CCTV,반대,이사,수술,대리수술,의료,범죄,빈도,0.001%,정도,희소,표현,정도,CCTV,설치,지속적,인권침해,확대수술,진행,합병증,상황,CCTV,상황,소극적,진료,이사,공익제보,활성화,상황,내부적,감시체계,CCTV,자정,수술문화,주장,반대토론자,의원,김남국,더불어민주당,인권침해,환자들,선택,CCTV,인권침해,반대,근거,자체,수술실,CCTV,가량,설치,의사,이익,CCTV,대로,환자,이익,모순,반박,인천,병원,대리,수술,의혹,계기,수술실,CCTV,설치,의무화,목소리,1법안,국회,보건,복지,위원회,심사,위원회,이날,수술실,영상,정보,처리,기기,설치,의료법,개정안,공청회","cctv,수술실,어린이집,대한의사협회,인권침해,대리수술,소극적,김종배,아동학대,위원회,김남국,김종민,더불어민주당,가능성,개정안,한국","대한의사협회 관계자가 ‘어린이집에 CCTV를 설치했더니 아동학대가 늘었다’며 수술실 CC(폐쇄회로)TV 설치를 반대했다. ‘CCTV로도 대리수술 유령수술 환자 대상 성범죄를 줄일 수 없다’는 주장인데, 수술실 CCTV 설치에 반대하기 위해 억지 논리를 폈다는 지적이 나온다.

김종민 대한의사협회 보험이사는 26일 MBC 라디오 ‘김종배의 시선집중’ 인터..",http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202105261049001&code=940601,
01400501.20210524193012001,20210524,중부일보,중부일보,[사설] CCTV 앞에서도 태연한 아동학대,사회>사건_사고, 사회>교육_시험,,사회>사회문제>학대,,,,"울산,서울,인천,제주도","아동권리보장원,국공립어린이집","CCTV,태연,아동학대,어린이집,보육시설,아동학대,발생,천인공노,가정,아동,학대,사건,이슈화,측면,제2,가정,어린이집,사건,수차례,아동,학대,발생,인천,국공립어린이집,원생,학대,혐의,원장,교사,재판,진행,얼마,서울,아이,상습적,음식,혐의,2명,국공립,어린이집,교사,입건,제주도,울산,아동,학대,사건,발생,아동학대,2015년,CCTV,설치,의무화,아랑곳,모습,CCTV,태연,아이들,학대,모습,아이,사물,다량,음식,모습,포착,아이들,화풀이,모습,감정,조절,비교육적,비이성적,언행,사람들,보육교사,사실,카메라,정도,카메라,사각지대,학대,CCTV,만능,사건들,건수,아동,학대,신고,CCTV,설치,2015년,증가,아이러니,결과,아동권리보장원,어린이집,건수,아동,학대,발생,2015년,가량,CCTV,아이들,생각,부모들,믿음,결과,학대,의심,보호자,CCTV,영상,원본,열람,요구,과도,비용,요구,과도,비용,법안,통과,다행,아동학대,사건,전문가들,학대교사,엄벌,교사,업무환경,아동,학대,원인,진단,자신,보호,방어,아이들,교사,학대,용납,격무,이성,정도,인격,인성,사람,아이들,교사,자체,보육교사,처우,개선,자격,관리,기준,운영자,아동,학대,교사ㆍ,시설,엄벌,기준","아동학대,cctv,어린이집,아이들,국공립어린이집,수차례,보육교사,2명,국공립,운영자,부모들,인천,서울,사람들,제주도,전문가,제2,의무화,이슈화,업무환경,전문가들,학대교사,울산,사건들,보장원,보호자,사각지대,아동권리보장원,천인공노,보육시설",어린이집 등 보육시설에서 아동학대가 끊이지 않고 발생하고 있다. 워낙 천인공노할 가정 내 아동학대 사건으로 덜 이슈화된 측면이 있지만 제2의 가정인 어린이집에서 올해만 해도 벌써 수차례 아동학대 사건이 발생했다. 올해 초 인천 모 국공립어린이집에서 원생 10명을 학대한 혐의로 원장과 교사 6명에 대한 재판이 진행 중이고 불과 얼마 전에도 서울에서 만 2..,www.joongboo.com/news/articleView.html?idxno=363487251,
01500801.20210622082646002,20210622,영남일보,손병현,'아동학대 혐의' 보육교사 檢 송치,사회>사건_사고, 사회>교육_시험, 지역>경기,사회>사회문제>학대,,,"이상해,이",경북,"영주,영주경찰서,검찰,경찰,영주署,어린이집","아동,학대,혐의,보육교사,송치,보육,교사,영주,어린이집,학대,조사,자녀,행동,발견,학부모,경북,영주,어린이집,보육,교사,아이들,학대,혐의,경찰,조사,영주경찰서,아동학대범죄,처벌,특례법,위반,혐의,아동,복지법,위반,입건,A씨,보육,교사,기소,의견,검찰,송치,예정,21일,A씨,자신,영주,어린이집,수개월간,아동,신체,정서적,학대,혐의,지난달,중순,어린이집,원생,학부모,자녀,행동,아동학대,의심,어린이집,원장,CCTV,확인,요청,원장,학부모,A씨,아동학대,의심,영상,확인,경찰,신고,원장,어린이집,신고,교사,해고,통보,아이들,분리,조치,재발,방지,노력,경찰,영상,어린이집,CCTV,영상,학대,정황,확인,경찰,관계자,구체적,아동,학대,정황,수사,사항,CCTV,학대,정황,확인,검찰,기소,의견,송치,방침","어린이집,학부모,아동학대,보육교사,영주,a씨,cctv,아이들,특례법,영주경찰서,관계자,아동학대범죄,복지법,경북,수개월간,학대,교사,아동,혐의,송치","경북 영주의 한 어린이집 보육교사가 아이들을 학대한 혐의로 경찰 조사를 받고 있다.

영주경찰서는 아동학대범죄의 처벌 등에 관한 특례법 위반 및 아동복지법 위반 혐의 등으로 불구속 입건된 40대 보육교사 A씨에 대해 기소 의견으로 검찰에 송치할 예정이라고 21일 밝혔다.

A씨는 자신이 일하는 영주의 한 어린이집에서 수개월간 아동 여러 명을 신체 정서적..",https://www.yeongnam.com/web/view.php?key=20210621010002610,
08100101.20210519193503001,20210519,KBS,정재우,은평구 어린이집 교사 아동학대 정황 경찰 조사,사회>사건_사고, 사회>미디어, 사회>교육_시험,사회>사회문제>학대,,,,은평구,"어린이집,서울,서울청,아동학대","정황,은평구,어린이집,교사,아동,학대,경찰,조사,앵커,서울,교사,국공립,어린이집,아이들,학대,정황,포착,경찰,사실관계,확인,아이,부모,CCTV,확인,원장,어린이집,담당교사,경찰,신고,보도,정재우,리포트,7월,국공립,어린이집,4살,아이,교사,아동학대,신고,접수,선생님,아이,엄마,어린이집,CCTV,확인,원장,경찰,신고,경찰,2개월,어린이집,CCTV,확보,아동학대,조사,경찰,CCTV,확인,부모들,피해,아동,부모,장난감,아이,주장,소변,실수,아이,아이,아이,사이,방치,주장,아이,엄마,아이,앞구르기,학대,생각,어린이집,원장,학대,행위,그동안,입장,학대,행위,지목,4살,담임교사,권고사직,처리,경찰,CCTV,토대,사실관계,확인,전담수사팀,서울청,아동,학대,범죄,전담,수사,사건,예정,촬영기자,조승연,영상편집,한효정","어린이집,4살,담임교사,서울청,국공립,아동학대,정재우,사실관계,2개월,아이들,cctv,영상편집,조승연,촬영기자,선생님,그동안,전담수사팀,서울,권고사직,부모들,은평구,장난감,담당교사,앞구르기,한효정,아이,학대","[앵커]

 서울의 한 국공립 어린이집 교사가 아이들을 학대한 정황이 포착돼 경찰이 사실관계를 확인하고 있습니다.

 아이 부모와 함께 CCTV를 확인한 해당 어린이집 원장이 직접 담당교사를 경찰에 신고했습니다.

 보도에 정재우 기자입니다.

 [리포트]

 지난해 7월 문을 연 한 국공립 어린이집.

 이곳에서 4살 반 아이 14명을 담당하는 교사 ..",https://news.kbs.co.kr/news/view.do?ncd=5189432&amp;ref=DA,
08100401.20210706054203001,20210706,YTN,엄윤주,"""유치원 내 CCTV 의무화"" 커지는 목소리...""인권 침해"" 반발 팽팽",사회>교육_시험, 사회>장애인, 사회>노동_복지,사회>사회문제>학대,,,공혜정,"한국국공립유치원,저도","YTN,CCT,경찰,대한아동학대방지협회,교원연합회,우영혜,국회,유치원,대한민국 국회","유치원,CCTV,의무,목소리,인권,침해,반발,팽팽,앵커,아동,학대,방지,어린이집,유치원,교실,CCTV,의무,설치,목소리,유치원,업계,교사,인권,침해,반발,엄윤주,보도,4월,6살,아들,왼쪽,팔뚝,상처,가명,아들,유치원,선생님,요원,국공립,유치원,활동,보조,근무,사회복무요원,사회,복무,요원,유치원,CCTV,확인,요청,복도,교실,CCTV,설치,이민희,가명,아동학대,피해,아동,학부모,유치원,CCTV,생각,실내,CCTV,아이,기억,생각,수사,진행,증거,경찰,조사,시작,혐의,부인,증거,아이,진술,경찰,경찰,관계자,내부,촬영,아이,진술,처벌,영유아,보호법,적용,2015년,CCTV,설치,의무화,어린이집,유아,교육법,적용,유치원,CCTV,설치,선택,사항,전국,유치원,교실,비율,CCTV,설치,39%,국공립,유치원,CCTV,설치,5%,수준,의사,표현,유아들,방지,만큼,아동,학대,유치원,설치,목소리,어린이집,CCTV,의무화,불필요,오해,소지,학대,효과,공혜정,대한아동학대방지협회,대표,대한민국,국회,아동,권리,안전,유치원,CCTV,법안,의무,설치,응답,대한민국,국회,유아교육법,개정법률안,통과,한소리,교사,전직,어린이집,CCTV,사건,원장님,열람,요청,객관적,사실,말씀,부모님,신뢰,편안,종사자들,유치원,종사자,교사들,요소,인권,침해,CCTV,아동학대,근본,대책,반대,우영혜,회장,한국국공립유치원,교원,연합회,교사,수업권,인권,존중,CCTV,아동학대,근본적,대책,찬반,입장,국회,발의,유치원,교실,법안,CCTV,의무,향방,이목,YTN","유치원,cctv,아동학대,어린이집,사회복무요원,한국국공립유치원,의무화,국공립,유아교육법,만큼,엄윤주,대한민국,교육법,학부모,부모님,법률안,대한아동학대방지협회,공혜정,원장님","[앵커]
아동학대 방지를 위해 어린이집과 마찬가지로 유치원에서도 교실 내 CCTV를 의무 설치해야 한다는 목소리가 커지고 있습니다.

하지만 유치원 업계에서는 교사의 인권을 침해한다며 반발하고 있습니다.

엄윤주 기자의 보도입니다.

[기자]
지난 4월, 6살배기 아들을 씻기다가 왼쪽 팔뚝에 난 상처를 보게 된 이민희 씨(가명).

어디에서 다친 건지 ..",https://www.ytn.co.kr/_ln/0103_202107060538174655,
01200101.20210629192038001,20210629,경기일보,이승훈 기자,"인천 중구, 지역 내 어린이집 아동학대 예방 총력",사회>교육_시험,,,범죄>범죄일반>폭행, 사회>사회문제>학대,,조성계,"중구,인천","중구,육아종합지원센터,경찰,아동복지,여성보육과,어린이집,상해,교육부","인천,중구,지역,어린이집,아동,학대,예방,총력,인천,중구,지역,어린이집,아동,학대,예방,아동,보호,체계,구축,총력,28일,어린이집,아동,학대,사회적,학부모들,불안감,고조,안정적,보육,환경,조성,계획,체계,수립,지역,어린이집,학대,사건,사전,방지,어린이집,원장,아동권리,지정,폐쇄회로,CC,TV,모니터링,강화,CCTV,보관,보호자,열람,가능,어린이집,아동,신체,상해,발생,신고의무,강화,여성,어린이집,예방,매뉴얼,지도점검,철저,감사활동,동시,보조교사,장애아,보육,어린이집,보조,교사,지원,방안,추진,계획,육아종합,어린이집,교직원,대상,아동,학대,교육,의무적,이수,추진,한편,교직원들,해소,직무,스트레스,프로그램,제공,어린이집,아동학대,발생,대비,대응체계,구축,어린이집,아동학대,의심,확인,신고,즉시,CCTV,증거자료,의무적,보존,매뉴얼화,경찰,아동복지팀,아동보호전문기관,협조,합동조사,협력체계,강화,방침,아동학대,중대,안전사고,발생,어린이집,1회,시설,폐쇄,원스트라이크,아웃,검토,아동학대,피해,아동,심리치료,지원,예정,학부모,상담,공립,인근,어린이집,전원조치,관계자,지역,어린이집,아동학대,사전,예방,교육,피해아동,사후관리,철저,대응체계,수립,안전,보육환경,조성,기관,협조,학부모들,지속적,간담회,아동인권,강화,방법","어린이집,아동학대,학부모,원스트라이크,보육환경,교직원,상해,대응체계,학부모들,보조교사,증거자료,협력체계,보호자,간담회,감사활동,합동조사,폐쇄회로,불안감,지도점검,관계자,매뉴얼화,교직원들,중구,인천","인천 중구가 지역 내 어린이집 등에서의 아동학대 예방을 위한 ‘아동보호 체계’를 구축하는 등 총력을 기울인다. 

28일 구에 따르면 최근 어린이집 아동학대 등이 사회적 문제로 학부모들의 불안감을 고조시킴에 따라 안정적인 보육환경 조성계획 및 체계를 수립한다. 

구는 먼저 지역 어린이집 내에서의 학대 사건 등을 사전에 방지하기 위해 어린이집 원장 등을..",www.kyeonggi.com/news/articleView.html?idxno=2369376,
02100801.20210721025753001,20210721,아시아경제,영남취재본부 이상현,"거제시, ""믿고 맡길 수 있는 보육환경 조성 하겠다""  어린이집 안전 실태 점검",지역>경기, 지역>충남, 지역>대구,사회>사회문제>학대,,,,"거제시,경남,영남","거제시,어린이집","거제시,보육,환경,조성,어린이집,안전,실태,점검,경남,거제시,내달,어린이집,대상,CCTV,관리,운영,아동,안전,실태,현장,점검,21일,점검,CCTV,설치,운영,규정,준수,여부,아동,학대,징후,발생,유무,확인,전반적,영유아들,안전성,확보,점검,기간,관내,개소,어린이집,점검표,토대,자체,점검,CCTV,책임관,어린이집,원장,저장,영상정보,열람,아동들,안전,확인,점검반,구성,10%,어린이집,유형,10%,표본,선정,현장점검,결과,사항,현장,즉시,개선,지도,학대,행위,확인,법령,조치,방침,관계자,어린이집,아동,안전,실태,정밀,점검,발생,아동,학대,사례,차단,CCTV,관리,어린이집,운영자,책임성,강화,부모들,보육,환경,조성,최선,영남취재본부","어린이집,cctv,현장점검,거제시,책임관,영남,영상정보,부모들,영유아들,영남취재본부,영유아,책임성,안전성,운영자,아동들,관계자,점검표,경남,점검반","[아시아경제 영남취재본부 이상현 기자] 경남 거제시는 내달 31일까 어린이집을 대상으로 CCTV 관리 운영과 아동 안전 실태 현장점검을 한다고 21일 밝혔다. 
 
시는 이번 점검을 통해 CCTV 설치?운영 관련 규정 준수 여부와 아동학대 징후와 발생 유무 등을 확인해 전반적인 영유아들의 안전성을 확보한다. 
 
점검 기간 동안 관내 213개소 어린이집..",https://www.asiae.co.kr/article/2021072017075145965,
01101101.20210502110047002,20210502,한국일보,신지후,'어린이집 학대 CCTV' 보호자가 원본 그대로 볼 수 있다,사회>사건_사고, 사회>교육_시험,,사회>사회문제>학대,,,,일기도,"보건복지부,경찰청,국가수사본부,경찰,청구,개인정보보호위원회","CCTV,어린이집,학대,보호자,원본,경찰청,경찰,압수,CCTV,자료,열람,지침,마련모자이크,처리,관련자,동의,열람,가능,수사,어린이집,아동,학대,수사,아동,보호자,비식별화,모자이크,처리,폐쇄회로,CC,TV,열람,경찰청,국가,수사본부,수사,경찰,어린이집,아동,학대,수사,압수,CCTV,자료,열람,절차,마련,지난달,적용,2일,지침,열람,보건복지부,지난달,아동학대,연계,개인정보보호위원회,행정안전부,법률전문가,의견,수렴,마련,지침,경찰,압수,CCTV,자료,아동,피해,사실,특정,수사,목적,아동,보호자,모자이크,관련자,동의,열람,타인,사생활,침해,열람,CCTV,원본,제한,아동,보호자,학대,정황,파악,한계,어린이집,보호자,비용,모자이크,처리,부담,논란,기소,보호자,CCTV,영상,복제,지침,어린이집,폐업,열람,거부,아동,보호자,치료,양육,피해,회복,범위,열람,허용,원칙,보호자,수사,영상,열람,요청,영상,정보공개,청구,정보공개법,결정,문구,포함,경찰,관계자,피해사실,아동,학대,수사시,피해,사실,신속,정확,확인,아동,보호,최선","어린이집,보호자,cctv,아동학대,경찰청,수사시,관련자,피해사실,법률전문가,안전부,전문가,행정안전부,개인정보보호위원회,위원회,사생활,폐쇄회로,정보공개법,보건복지부,비식별화","어린이집 아동학대 수사 과정에서 피해 아동 보호자가 비식별화(모자이크) 처리 없이 폐쇄회로CCTV를 열람할 수 있게 됐다.
경찰청 국가수사본부는 어린이집 아동학대 수사 시 경찰이 압수한 CCTV 자료의 열람 절차를 새롭게 마련해 지난달 26일부터 적용했다고 2일 밝혔다. 해당 열람 지침은 보건복지부 등이 지난달 14일 내놓은 아동학대 관련 CCTV ..",https://hankookilbo.com/News/Read/A2021050210320004487,
01200101.20210617210029003,20210617,경기일보,김승수 기자,"잇따르는 어린이집 폭행...경기도, 어린이집 CCTV 실태 확인한다",지역>대구, 지역>충남, 지역>경기,범죄>범죄일반>폭행, 사회>사회문제>학대,,,경기도,경기도,"어린이집,폭행,경기도,어린이집,CCTV,실태,확인,어린이집,원생,학대,사건,경기도,전수조사,어린이집,CCTV,전수,조사,방지,어린이집,아동,학대,확보,영상,정보,안전,전반적,영유아,안전,확보,복안,경기도,어린이집,CCTV,설치,관리,계획,실태,점검,수립,도내,1만,개소,어린이집,CCTV,전수조사,점검,사항,영상정보처리기기,CCTV,확인,성능,기준,100만,화소,설치,화소,확인,영상,처리,정보,처리,기기,의무,설치,구역,설치,보육실,공동놀이실,놀이터,식당,설치,녹화,안내판,기재,사항,확인,영상,보존,기간,준수,여부,확인,60일,보관,열람요청서,확인,관리대장,기록,여부,열람,여부,기록,일치,내부,관리,계획,수립,확인,비치,여부,9가지,8월,도내,어린이집,CCTV,점검,점검사항,위법사항,행정지도,행정,처분,결과,보육통합정보시스템,등록,방침,점검,관리,어린이집,CCTV,경각심,영유아,안전성,확보,CCTV,점검,진행,영상,정보,열람,보육,교직원,권리,침해,점검,진행,계획,관계자,조사,어린이집,CCTV,영유아,안전성,확보,위법사항,발견,행정지도,처분,진행,설명","어린이집,경기도,영유아,안전성,cctv,행정지도,안내판,위법사항,전수조사","어린이집에서 원생을 학대하는 사건이 연이어 벌어지는 가운데 경기도가 어린이집 CCTV 전수조사에 나섰다. 

도는 이를 통해 어린이집 아동학대 방지와 영상정보 안전성 확보 등 전반적인 영유아의 안전을 확보한다는 복안이다. 

16일 경기도에 따르면 도는 ‘2021년도 어린이집 CCTV 설치ㆍ관리 실태 점검 계획’을 수립하고 도내 31개 시ㆍ군 1만281..",www.kyeonggi.com/news/articleView.html?idxno=2367584,
08100101.20210531232119003,20210531,KBS,박중관,"남구, 국공립 어린이집 운영 전반 특정 감사",지역>울산, 지역>대구, 지역>경남,사회>사회문제>학대,,,,"울산,남구,회계",남구,"남구,국공립,어린이집,운영,전반,특정,감사,울산,남구,보육교사들,국공립,어린이집,보육,교사,원생,학대,남구,국공립,어린이집,특정,감사,남구,25일,위주,회계,감사,아동,학대,예방,CCTV,현황,감사,범위,전반,어린이집,운영,확대","어린이집,남구,국공립,cctv,보육교사들,울산,감사,예방,학대,현황,운영,회계,전반,특정,교사,원생,보육,아동,위주,범위,확대","[KBS 울산]
울산 남구가 모 국공립 어린이집 보육교사들의 원생 학대와 관련해 남구 국공립 어린이집 25곳에 대한 특정 감사를 실시합니다.

남구는 이에따라 6월 14일부터 25일까지 기존의 회계 감사 위주에서 벗어나 아동학대 예방을 위해 CCTV 현황 등 감사 범위를 어린이집 운영 전반으로 확대합니다.",https://news.kbs.co.kr/news/view.do?ncd=5198391&amp;ref=DA,
01400701.20210427200409004,20210427,충청투데이,김중곤 기자,"잇따른 아동학대 논란에 ""유치원도 CCTV 의무화"" 목소리",지역>강원, 사회>교육_시험, 지역>충남,사회>사회문제>학대,,,공혜정,"남양주,경기,대전지역","공립유치원,사립유치원,A유치원,유치원,대전시교육청,대한아동학대방지협회","아동,학대,논란,유치원,CCTV,의무,목소리,아동학대,유치원,어린이집,교실,폐쇄회로TV,CCTV,설치,의무화,목소리,대전시교육청,집계,2019년,3월,공립유치원,교실,CCTV,설치,288곳,교실,9곳,4%,사립유치원,교실,943곳,설치,100%,설치율,공립유치원,교실,CCTV,설치,저조,실정,어린이집,관내,국립,사립,구분,대다수,CCTV,설치,영유아보호법,어린이집,시설,CCTV,의무적,설치,관리,유초등교육법,적용,유치원,자율적,선택사항,차이,CCTV,설치,유치원,자녀,학부모,불안,요소,작용,CCTV,원내,아동,학대,발생,피해,입증,실제,지난달,경기,남양주,소재,유치원,교사,여아,학대,혐의,논란,유치원,학대,지역,학부모,근심,상황,대전,지역,자녀,등원,학부모,CCTV,마련,자녀,보호,교사들,영상,가해자,생각,설명,전문가들,유치원,어린이,CCTV,설치,의무화,아동,학대,예방,근본적,해결책,마련,일조,대표,공혜정,대한아동학대방지협회,아동,활동,아동,이익,권익,최우선,CCTV,설치,아동,중심,접근,교사,개선,노동,환경,아동,인권,향상,교육,내실,전반적,학대,방지,초점,개선책,마련,요구","유치원,cctv,아동학대,학부모,어린이집,의무화,대전시교육청,공혜정,대한아동학대방지협회,공립유치원,선택사항,가해자,전문가들,교육법,남양주,영유아,사립유치원,해결책,개선책,교사들,보호법,9곳,최우선,전문가","[충청투데이 김중곤 기자] 끊이지 않는 아동학대 문제에 유치원도 어린이집처럼 교실 내 폐쇄회로TV(CCTV) 설치를 의무화해야 한다는 목소리가 나오고 있다. 

26일 대전시교육청에 따르면 최근 집계된(2019년 3월) 공립유치원 내 CCTV 설치 교실은 전체 교실 288곳 중 9곳(4%)뿐이다. 

사립유치원은 1010개 교실 중 943곳에 설치돼 있..",https://www.cctoday.co.kr/news/articleView.html?idxno=2140308,
